name,square_meter,bedroom_no,price,street,area,district
"Cho thuê căn hộ đẹp Thanh Xuân, Hoàng Văn Thái, Diện tích 30m2. Khép kín LH 0963983710", 30 m,1 phòng ngủ," 7,5 triệu / tháng",Phố Hoàng Văn Thái,Phường Khương Mai,Quận Thanh Xuân
"cho thuê phòng kiểu chung cư nhỏ, ở ngõ 167 đường xuân thủy, cầu giấy,", 16 m,2 phòng ngủ," 1,5 triệu / tháng",Đường Xuân Thủy,Phường Dịch Vọng,Quận Cầu Giấy
cho thuê chung cư mini đẹp ở ngõ 100/199 tây sơn đống đa hà nội, 28 m,2 phòng ngủ," 2,5 triệu / tháng",Phố Tây Sơn,Phường Ngã Tư Sở,Quận Đống Đa
"Chính chủ cho thuê căn hộ 2 ngủ dự án 90 Nguyễn tuân diên tích từ 71m2, giá chỉ từ 7,5tr/t", 71 m,2 phòng ngủ, 7 triệu / tháng,Đường Nguyễn Tuân,Phường Thanh Xuân Trung,Quận Thanh Xuân
"Cho thuê chung cư giá 3tr -4tr số 19E ngõ 185 Chùa Láng, gần Đh Luật, NGoại Thương", 21 m,1 phòng ngủ, 3 triệu / tháng,Phố Chùa Láng,Phường Láng Thượng,Quận Đống Đa
"Cho thuê chung cư mini giá 4tr - 5tr Ngõ 172 Tôn Đức Thắng, gần Khâm Thiên, xã Đàn", 25 m,1 phòng ngủ, 4 triệu / tháng,Phố Tôn Đức Thắng,Phường Hàng Bột,Quận Đống Đa
Cho thuê chung cư TSQ Làng Việt Kiều Châu Âu 77m đủ đồ giá thuê 9 triệu, 77 m,2 phòng ngủ," 9,5 triệu / tháng",Đường Nguyễn Văn Lộc,Phường Mộ Lao,Quận Hà Đông
Cho thuê chung cư fodacon Bắc Hà 146m căn penthoouse giá thuê 12 triệu, 146 m,3 phòng ngủ, 12 triệu / tháng,Đường Nguyễn Trãi,Phường Mộ Lao,Quận Hà Đông
"Cho thuê chung cư Ellipse tower, 110 Trần Phú, 120m2, 3 phòng ngủ, đồ cơ bản, 10.5 triệu", 120 m,3 phòng ngủ," 10,5 triệu / tháng",Đường Trần Phú,Phường Mộ Lao,Quận Hà Đông
Cho thuê chung cư N6D Trung hòa Nhân Chính 70m giá thuê 7 triệu, 70 m,2 phòng ngủ, 7 triệu / tháng,Đường Hoàng Đạo Thúy,Phường Nhân Chính,Quận Thanh Xuân
"Cho thuê căn hộ chung cư tại Usilk City, 80m2,nội thất cơ bản,giá 7.5 triệu", 80 m,2 phòng ngủ," 7,5 triệu / tháng",Đường Tố Hữu,Phường La Khê,Quận Hà Đông
"Cho thuê chung cư ellipse, 110 trần phú, căn hộ 2 phòng ngủ, đồ cơ ban,giá 8,5 triệu/tháng", 80 m,2 phòng ngủ," 8,5 triệu / tháng",Đường Trần Phú,Phường Mộ Lao,Quận Hà Đông
"Cho thuê chung cư Hòa Phát, 257 Giải Phóng, 90m, 3 phòng ngủ, nội thất đẹp, giá 10 tr", 90 m,3 phòng ngủ, 10 triệu / tháng,Đường Giải Phóng,Phường Phương Mai,Quận Đống Đa
"Cho thuê căn hộ dịch vụ cao cấp Tô Ngọc Vân, Quận Tây Hồ, Hà Nội. Lh: 0866 613 628.", 45 m,1 phòng ngủ," 11,6 triệu / tháng",Đường Tô Ngọc Vân,Phường Quảng An,Quận Tây Hồ
"CHÍNH CHỦ CẦN CHO THUÊ CĂN HỘ MINI 9/24/79 DƯƠNG QUẢNG HÀM, CẦU GIẤY, HÀ NỘI", 40 m,1 phòng ngủ," 3,9 triệu / tháng",Đường Dương Quảng Hàm,Quận Cầu Giấy,
Cho thuê căn hộ chung cư 219 Trung Kính 70m2 full nội thất giá 14tr/tháng có thương lượng, 70 m,2 phòng ngủ, 14 triệu / tháng,Phố Trung Kính,Phường Yên Hòa,Quận Cầu Giấy
Cho thuê căn hộ chung cư Ct4 Mỹ Đình sông đà 75m2 full giá 9tr/tháng, 75 m,2 phòng ngủ, 9 triệu / tháng,Đường Phạm Hùng,Phường Mỹ Đình 1,Quận Nam Từ Liêm
Cho thuê căn hộ chung cư Ct3 Yên hòa 80m2 đồ cơ bản giá 8tr/tháng, 80 m,2 phòng ngủ, 8 triệu / tháng,Phố Dương Đình Nghệ,Phường Yên Hòa,Quận Cầu Giấy
Cho thuê căn hộ chung cư 17T11 Nguyễn Thị Định full giá 9tr/tháng, 70 m,2 phòng ngủ, 9 triệu / tháng,Đường Nguyễn Thị Định,Phường Trung Hòa,Quận Cầu Giấy
Cho thuê căn hộ chung cư CT3 Yên Hòa 80m2 đồ cơ bản giá 9tr/tháng, 80 m,2 phòng ngủ, 9 triệu / tháng,Phố Dương Đình Nghệ,Phường Yên Hòa,Quận Cầu Giấy
"Cho thuê căn hộ chung cư ct4-5 yên hòa 93m2 đồ cơ bản giá 9,5tr/tháng", 93 m,2 phòng ngủ," 9,5 triệu / tháng",Phố Dương Đình Nghệ,Phường Yên Hòa,Quận Cầu Giấy
Cho thuê căn hộ chung cư Thăng Long Tower 33 Macj Thái Tổ 70m2 gần full giá 10tr/tháng, 70 m,2 phòng ngủ, 10 triệu / tháng,Đường Mạc Thái Tổ,Phường Yên Hòa,Quận Cầu Giấy
Cho thuê căn hộ chung cư MHDI 180 Đình Thôn 75m2 full giá 10tr/tháng, 75 m,2 phòng ngủ, 10 triệu / tháng,Đường Đình Thôn,Phường Mỹ Đình 2,Quận Nam Từ Liêm
Cho thuê căn hộ chung cư 106 Hoàng Quốc Việt 55m2 gần full giá 7tr/tháng, 55 m,1 phòng ngủ, 7 triệu / tháng,Đường Hoàng Quốc Việt,Phường Nghĩa Đô,Quận Cầu Giấy
Cho thuê căn hộ chung cư A10 Nguyễn Chánh 70m2 full nội thất giá 14tr/tháng có tl, 70 m,2 phòng ngủ, 14 triệu / tháng,Đường Nguyễn Chánh,Phường Yên Hòa,Quận Cầu Giấy
Cho thuê căn hộ chung cư Mỹ Sơn Tower 62 Nguyễn  Tuân 3pn nguyên bản giá 9tr/tháng, 110 m,3 phòng ngủ, 9 triệu / tháng,Đường Nguyễn Tuân,Phường Thanh Xuân Trung,Quận Thanh Xuân
"Cho thuê căn hộ chung cư Ct5a Mễ Trì Hạ đồ cơ bản giá 7,5tr/tháng", 75 m,2 phòng ngủ," 7,5 triệu / tháng",Đường Mễ Trì Hạ,Phường Mễ Trì,Quận Nam Từ Liêm
Cjo thuê căn hộ chung cư Green Park 3pn đồ cơ bản giá 12tr/tháng, 100 m,3 phòng ngủ, 12 triệu / tháng,Phố Dương Đình Nghệ,Phường Yên Hòa,Quận Cầu Giấy
Cho thuê căn hộ chung cư Ecolife Cappoital 58 Tố hữu 50m2 full nội thất giá 10tr/tháng, 50 m,1 phòng ngủ, 10 triệu / tháng,Đường Tố Hữu,Phường Trung Văn,Quận Nam Từ Liêm
Cho thuê căn hộ chung cư Moncity Hàm Nghi 3pn full nội thất giá 13tr/tháng, 90 m,3 phòng ngủ, 13 triệu / tháng,Đường Hàm Nghi,Phường Mỹ Đình 1,Quận Nam Từ Liêm
cho thuê căn hộ chung cư MHDI đình thôn 70m2 đầy đủ đồ giá 8tr/tháng, 70 m,2 phòng ngủ, 8 triệu / tháng,Đường Đình Thôn,Phường Mỹ Đình 2,Quận Nam Từ Liêm
Cho thuế căn hộ chung cư A6a nam trung yến 85m2 full nội thì thất, 85 m,2 phòng ngủ," 8,5 triệu / tháng",Đường Nam Trung Yên,Phường Yên Hòa,Quận Cầu Giấy
Cho thuê căn hộ chung cư FLC complex 65m2 view keangnam full đồ giá 12tr/tháng, 65 m,2 phòng ngủ, 12 triệu / tháng,Đường Phạm Hùng,Phường Mỹ Đình 2,Quận Nam Từ Liêm
Cho thuê căn hộ chung cư FLC Complex 70m2 đồ cơ bản giá 10tr/tháng lh 0971960913, 70 m,2 phòng ngủ, 10 triệu / tháng,Đường Phạm Hùng,Phường Mỹ Đình 2,Quận Nam Từ Liêm
Cho thuê căn hộ chung cư flc complex 36 Phạm Hùng 70m2 full đồ giá 11tr/thánglh 0971960913, 70 m,2 phòng ngủ, 11 triệu / tháng,Đường Phạm Hùng,Phường Mỹ Đình 2,Quận Nam Từ Liêm
Cho thuế căn hộ chung cư flc complex 70m2 full giá 12tr/tháng Lh 0971960913, 70 m,2 phòng ngủ, 12 triệu / tháng,Đường Phạm Hùng,Phường Mỹ Đình 2,Quận Nam Từ Liêm
Cho thuê căn hộ chung cư FLC 18A Phạm Hùng mới xây đẹp mới 100% full giá 9tr/tháng, 50 m,2 phòng ngủ, 9 triệu / tháng,Đường Phạm Hùng,Phường Mỹ Đình 2,Quận Nam Từ Liêm
Cho thuê căn hộ chung cư FLC 18 Phạm Hùng 3 phòng ngủ full giá 12tr/tháng lh 0971960913, 80 m,3 phòng ngủ, 12 triệu / tháng,Đường Phạm Hùng,Phường Mỹ Đình 2,Quận Nam Từ Liêm
"Cho thuê căn hộ chung cư flc 36 Phạm Hùng 70m2 full nội thất giá 11,5tr/tháng lh0971960913", 70 m,2 phòng ngủ," 11,5 triệu / tháng",Đường Phạm Hùng,Phường Mỹ Đình 2,Quận Nam Từ Liêm
"Cho thuê căn hộ chung cư flc green home 2pn full đồ  giá 10,5tr/tháng lh 0971960913", 50 m,2 phòng ngủ," 10,5 triệu / tháng",Đường Phạm Hùng,Phường Mỹ Đình 2,Quận Nam Từ Liêm
Cho thuê căn hộ chung cư Central Field 219 Trung Kính đồ cơ bản giá 12tr/tháng, 70 m,2 phòng ngủ, 12 triệu / tháng,Phố Trung Kính,Phường Yên Hòa,Quận Cầu Giấy
Cho thuê căn hộ chung cư cao cấp 219 Trung Kính đồ cơ bản giá 12tr/tháng lh 0971960913, 70 m,2 phòng ngủ, 12 triệu / tháng,Phố Trung Kính,Phường Yên Hòa,Quận Cầu Giấy
Cho thuê căn hộ chung cư Mỹ ĐÌnh sông đà đầy đủ đồ nội thất giá 9tr/tháng, 70 m,2 phòng ngủ, 9 triệu / tháng,Đường Trần Văn Lai,Phường Mỹ Đình 2,Quận Nam Từ Liêm
"Cho thuê căn hộ chung cư FLC 36 phạm hùng diện tích 70m2, 2pn đầy đủ đồ giá 10tr/tháng", 70 m,2 phòng ngủ, 10 triệu / tháng,Đường Phạm Hùng,Phường Mỹ Đình 2,Quận Nam Từ Liêm
Cho thuê căn hộ chung cư cao cấp 219 Trung Kính đồ cơ bản giá 12tr/tháng lh 0971960913, 70 m,2 phòng ngủ, 12 triệu / tháng,Phố Trung Kính,Phường Yên Hòa,Quận Cầu Giấy
Cho thuê căn hộ chung cư FLC complex 36 Phạm Hùng 70m2 full đồ view keangnam giá 11tr/thán, 70 m,2 phòng ngủ, 11 triệu / tháng,Đường Phạm Hùng,Phường Mỹ Đình 2,Quận Nam Từ Liêm
Cho thuê căn hộ chung cư FLC complex 36 hạm Hùng diện tích 70m2 full đồng bộ giá 12tr/thán, 70 m,2 phòng ngủ, 12 triệu / tháng,Đường Phạm Hùng,Phường Mỹ Đình 2,Quận Nam Từ Liêm
Cho thuê căn hộ chung cư Flc complex 36 Phạm Hùng 70m2 full đẹp giá 12tr/tháng, 70 m,2 phòng ngủ, 12 triệu / tháng,Đường Phạm Hùng,Phường Mỹ Đình 2,Quận Nam Từ Liêm
Cho thuê căn hộ chung cư FLC COMPLEX 36 Phạm Hùng full xịn đẹp giá 13tr/tháng, 70 m,2 phòng ngủ, 13 triệu / tháng,Đường Phạm Hùng,Phường Mỹ Đình 2,Quận Nam Từ Liêm
cho thuê căn hộ chung cư flc 36 Phạm Hùng full đồ gá 12tr/tháng lh 0971960913, 70 m,2 phòng ngủ, 12 triệu / tháng,Đường Phạm Hùng,Phường Mỹ Đình 2,Quận Nam Từ Liêm
cho thuê căn hộ FLC Complex 36 Phạm Hùng đầy đủ đồ 70m2 giá 12tr/tháng, 70 m,2 phòng ngủ, 12 triệu / tháng,Đường Phạm Hùng,Phường Mỹ Đình 2,Quận Nam Từ Liêm
Cho thuê căn hộ chung cư 219 Trung Kính đồ cơ bản giá 12tr/tháng lh 0971960913, 70 m,2 phòng ngủ, 12 triệu / tháng,Phố Trung Kính,Phường Yên Hòa,Quận Cầu Giấy
Cho thuê nhà riêng tạ ngõi cổng làng Đình thôn.Diện tích 63m2 x 5 tầng, 46 m,5 phòng ngủ, 13 triệu / tháng,Đường Đình Thôn,Phường Mỹ Đình 1,Quận Nam Từ Liêm
cho thuê nhà riêng cách hàm nghi 500m đường 2 oto tải chánh nhau, 120 m,5 phòng ngủ, 28 triệu / tháng,Đường Hàm Nghi,Phường Mỹ Đình 2,Quận Nam Từ Liêm
"cho thuê chung cư 85m, 2phong ngủ, tại 136 hồ tùng mậu, chung cư vinaconex7 lh 0974406788", 85 m,2 phòng ngủ, 8 triệu / tháng,Đường Nguyễn Cơ Thạch,Phường Mỹ Đình 1,Quận Nam Từ Liêm
Cho thuê Căn hộ dịch vụ  tại địa chỉ số nhà 7A ngõ 52-28 Tô Ngọc Vân., 50 m,18 phòng ngủ, 230 ngàn / m,Đường Tô Ngọc Vân,Phường Quảng An,Quận Tây Hồ
"Cho thuê căn hộ chung cư Hà Thành Plaza - 102 Thái Thinh, 2 phòng ngủ, cơ bản, 9 triệu/th", 70 m,2 phòng ngủ, 9 triệu / tháng,Phố Thái Thịnh,Phường Láng Hạ,Quận Đống Đa
"cho thuê căn hộ chung cư cao cấp Golden Field, Mỹ Đình, 75m2, 2 phòng ngủ, đủ đồ", 75 m,2 phòng ngủ, 13 triệu / tháng,Đường Nguyễn Cơ Thạch,Phường Cầu Diễn,Quận Nam Từ Liêm
"Cho thuê căn hộ chung cư CT4 Mỹ Đình Sông Đà, 90m2, 2PN, 2WC, đủ đồ, 11 triệu/th", 90 m,2 phòng ngủ, 11 triệu / tháng,Đường Trần Văn Lai,Phường Mỹ Đình 1,Quận Nam Từ Liêm
"Cho thuê căn hộ chung cư Mỹ Đình Plaza, 90m2, 2 PN, đủ đồ. 12 triệu/th", 90 m,2 phòng ngủ, 12 triệu / tháng,Đường Trần Bình,Phường Mỹ Đình 2,Quận Nam Từ Liêm
"Cho thuê căn hộ chung cư cao cấp Green Park Tower, gần Keangnam, 3PN, đủ đồ, mới tinh.", 103 m,3 phòng ngủ," 16,5 triệu / tháng",Phố Dương Đình Nghệ,Phường Yên Hòa,Quận Cầu Giấy
"cho thuê căn hộ chung cư HH1 Dương Đình Nghệ, Yên Hòa, 2 phòng ngủ, đủ đồ, 11 triệu/th", 90 m,2 phòng ngủ, 11 triệu / tháng,Phố Dương Đình Nghệ,Phường Yên Hòa,Quận Cầu Giấy
"cho thuê căn hộ chung cư 60B Nguyễn Huy Tưởng, 2PN, đủ đồ, 10.5 triệu/th", 65 m,2 phòng ngủ," 10,5 triệu / tháng",Phố Nguyễn Huy Tưởng,Phường Thanh Xuân Trung,Quận Thanh Xuân
"Cho thuê căn hộ chung cư N06 Trần Đăng Ninh, Dịch Vọng, 2 PN, đủ đồ, 6 triệu/th", 60 m,2 phòng ngủ, 6 triệu / tháng,Phố Trần Đăng Ninh,Phường Dịch Vọng Hậu,Quận Cầu Giấy
"Cho thuê căn hộ chung cư CT3B Lê Đức Thọ, Mỹ Đình, 78m2, 2 PN, có nội thất. 7.5 triệu/th", 78 m,2 phòng ngủ," 7,5 triệu / tháng",Đường Lê Đức Thọ,Phường Mỹ Đình 2,Quận Nam Từ Liêm
"Cho thuê căn hộ chung cư 130 Đốc Ngữ, 90m2, 3 PN, đủ đồ, 11 triệu/th", 90 m,3 phòng ngủ, 11 triệu / tháng,Phố Đốc Ngữ,Phường Đội Cấn,Quận Ba Đình
"Cho thuê căn hộ chung cư Phú Gia - THNC, 103m2, 2 phòng ngủ, đủ đồ, 12 triệu/th", 103 m,2 phòng ngủ, 12 triệu / tháng,Phố Nguyễn Huy Tưởng,Phường Thanh Xuân Trung,Quận Thanh Xuân
"Cho thuê căn hộ chung cư cao cấp FLC Twins Tower, Cầu Giấy, 97m2, 2PN, cơ bản, 13 triệu", 98 m,2 phòng ngủ, 13 triệu / tháng,Đường Cầu Giấy,Phường Dịch Vọng,Quận Cầu Giấy
"Cho thuê căn hộ chung cư  CT2  Hoàng  Cầu, 55m2, 1 PN, đủ đồ, 10 triệu/th", 55 m,1 phòng ngủ, 10 triệu / tháng,Phố Hoàng Cầu,Phường Ô Chợ Dừa,Quận Đống Đa
"Cho thuê căn hộ chung cư Thanh Xuân Building, 35 Lê Văn Thiêm, 2 phòng ngủ, đủ đồ, 12TR", 80 m,2 phòng ngủ, 12 triệu / tháng,Đường Lê Văn Thiêm,Phường Thanh Xuân Trung,Quận Thanh Xuân
"cho thuê căn hộ chung cư 47 Vũ Trọng Phụng,132m2, 3 PN, 12 triệu/th", 132 m,3 phòng ngủ, 12 triệu / tháng,Đường Vũ Trọng Phụng,Phường Thanh Xuân Trung,Quận Thanh Xuân
"Cho thuê căn hộ chung cư Victoria Văn Phú, Hà Đông, 116m2, 3 PN, đồ cơ bản, 7 triệu/th", 116 m,3 phòng ngủ, 7 triệu / tháng,Đường Lê Trọng Tấn,Phường Phú La,Quận Hà Đông
"Cho thuê căn hộ chung cư Trung Yên Plaza, 120m2, 2PN, 2WC, đủ đồ, 14.5 triệu/th", 120 m,2 phòng ngủ," 14,5 triệu / tháng",Đường Trung Hòa,Phường Trung Hòa,Quận Cầu Giấy
"Căn hộ cao cấp 2 phòng ngủ tại Imperia Garden, căn góc view bể bơi mát lạnh.", 75 m,2 phòng ngủ," 12,6 triệu / tháng",Phố Nguyễn Huy Tưởng,Phường Thanh Xuân Trung,Quận Thanh Xuân
Cho thuê căn hộ 2 ngủ full đồ cực đẹp ở HD Mon City giá chỉ 10tr/th. Liên hệ 0359806204, 70 m,2 phòng ngủ, 10 triệu / tháng,Đường Hàm Nghi,Phường Mỹ Đình 2,Quận Nam Từ Liêm
"Căn hộ 3 phòng ngủ, đủ đồ, siêu đẹp tại GoldMark City giá đẹp 15 triệu/tháng, 0359806204", 120 m,3 phòng ngủ, 15 triệu / tháng,Đường Hồ Tùng Mậu,Phường Phú Diễn,Quận Bắc Từ Liêm
"Căn hộ cao cấp mới nhận, 3 ngủ, 2WC, thoáng mát, giá chỉ 13.5TR, LH 0359806204", 120 m,3 phòng ngủ," 13,5 triệu / tháng",Đường Nguyễn Văn Huyên,Phường Nghĩa Đô,Quận Cầu Giấy
"Cho thuê căn hộ cao cấp Rivera Park – 69 Vũ Trọng Phụng, 120m2 3PN cực kì đẹp !", 120 m,3 phòng ngủ, 14 triệu / tháng,Đường Vũ Trọng Phụng,Phường Thanh Xuân Trung,Quận Thanh Xuân
"Căn góc 3 ngủ thoáng mát, sạch sẽ tại Handiresco – Lê Văn Lương, LH 0359806204 !", 115 m,3 phòng ngủ, 14 triệu / tháng,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân
"Cho thuê CHCC 2 ngủ, rẻ, đẹp nhất tại Cầu Giấy, LH: 0359806204 để xem nhà.", 80 m,2 phòng ngủ, 10 triệu / tháng,Đường Nguyễn Khánh Toàn,Phường Dịch Vọng,Quận Cầu Giấy
"Cho thuê CHCC Home City – 177 Trung Kính, 2 ngủ, view hồ bơi, full nội thất sang trọng.", 75 m,2 phòng ngủ, 14 triệu / tháng,Phố Trung Kính,Phường Yên Hòa,Quận Cầu Giấy
"Cho thuê căn góc 100m2, 2 ngủ, full đồ tại CC Chelsea Park ngã tư Trung kính giá 14 triệu.", 100 m,2 phòng ngủ, 14 triệu / tháng,Phố Trung Kính,Phường Yên Hòa,Quận Cầu Giấy
"Căn hộ căn góc, 3 ngủ, full nội thất cực đẹp, tầng 15 tòa nhà Hà Đô ParkView 0359806204 !", 106 m,3 phòng ngủ, 14 triệu / tháng,Đường Thành Thái,Phường Dịch Vọng,Quận Cầu Giấy
"HÉ LỘ  !!!!! CHCC SunSquare mới toanh, siêu đẹp 124m2, 3 ngủ, 2 WC, 13TR tại Lê Đức Thọ.", 124 m,3 phòng ngủ, 13 triệu / tháng,Đường Lê Đức Thọ,Phường Mỹ Đình 1,Quận Nam Từ Liêm
"Còn 2 căn hộ duy nhất tại FLC Twins Tower 265 Cầu Giấy, 3 ngủ, full đồ siêu đẹp 0359806204", 101 m,3 phòng ngủ, 17 triệu / tháng,Đường Cầu Giấy,Phường Dịch Vọng,Quận Cầu Giấy
"Cho thuê CH đẹp nhất tại An Bình City. 80m2, 2 ngủ, đẳng cấp tiện nghi chỉ 11TR !", 80 m,2 phòng ngủ, 11 triệu / tháng,Đường Phạm Văn Đồng,Phường Cổ Nhuế 1,Quận Bắc Từ Liêm
"Cần cho thuê CHCC 2 ngủ, đẳng cấp tiện nghi bậc nhất tại Richland Southerm Cầu Giấy !", 96 m,2 phòng ngủ, 16 triệu / tháng,Đường Xuân Thủy,Phường Dịch Vọng Hậu,Quận Cầu Giấy
"MIỄN PHÍ  !!!!!  CCCC Cienco1 12Tr, 100m2, 2PN, 2WC, cực đẹp để ở hoặc làm văn phòng !", 100 m,2 phòng ngủ, 12 triệu / tháng,Đường Hoàng Đạo Thúy,Phường Nhân Chính,Quận Thanh Xuân
"Căn hộ 77m2 – 2 ngủ - 13Tr tại Tràng An Complex – số 1 Phùng Chí Kiên, full đồ sang đẹp !", 80 m,2 phòng ngủ, 13 triệu / tháng,Phố Phùng Chí Kiên,Phường Quan Hoa,Quận Cầu Giấy
"Cho thuê CHCC 47 Nguyễn Tuân, 90m2 rất đẹp, Giá chỉ 12 Triệu/tháng: 0359806204", 90 m,2 phòng ngủ, 12 triệu / tháng,Đường Nguyễn Tuân,Phường Thanh Xuân Trung,Quận Thanh Xuân
Căn hộ căn góc thoáng mát Central Field Trung Kính full nội thất nhập khẩu giá chỉ 15Tr, 80 m,2 phòng ngủ, 15 triệu / tháng,Phố Trung Kính,Phường Yên Hòa,Quận Cầu Giấy
"Cho thuê chung cư Vinata 289 Khuất Duy Tiến 150m2, 3PN, 15tr giá tốt nhất Cầu Giấy !", 150 m,3 phòng ngủ, 15 triệu / tháng,Đường Khuất Duy Tiến,Phường Trung Hòa,Quận Cầu Giấy
"cho thuê căn hộ chung cư cao cấp Hồ Gươm Plaza, Hà Đông, 2PN, đủ đồ", 70 m,2 phòng ngủ," 9,5 triệu / tháng",Đường Trần Phú,Phường Mộ Lao,Quận Hà Đông
"Cho thuê căn hộ chung cư cao cấp FLC 18 Phạm Hùng, 2PN, đủ đồ, 12 triệu/th", 60 m,2 phòng ngủ, 12 triệu / tháng,Đường Phạm Hùng,Phường Mỹ Đình 2,Quận Nam Từ Liêm
"Cho thuê căn hộ chung cư CT2 Vimeco Nguyễn Chánh, 94m2, 2PN, đầy đủ nội thất, 12.5 triệu", 94 m,2 phòng ngủ," 12,5 triệu / tháng",Đường Nguyễn Chánh,Phường Trung Hòa,Quận Cầu Giấy
"Cho thuê căn hộ 100m2 03PN, view đẹp, đủ đồ, tòa Golden Palm - Lê Văn Lương.", 100 m,3 phòng ngủ, 15 triệu / tháng,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân
"BQL cho thuê căn hộ CC D. Le Pont D or - 36 Hoàng Cầu, 130m2 03PN, full đồ, giá chỉ 18tr", 130 m,3 phòng ngủ, 20 triệu / tháng,Phố Hoàng Cầu,Phường Ô Chợ Dừa,Quận Đống Đa
"Cho thuê căn hộ cao cấp Time Tower, Lê Văn Lương, 134m2 3PN, 2WC, nội thất cơ bản.", 134 m,3 phòng ngủ, 15 triệu / tháng,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân
"Cần cho thuê gấp căn hộ Sky City - 88 Láng Hạ, 115m2 2PN, giá chỉ 16 triệu/tháng.", 130 m,2 phòng ngủ, 16 triệu / tháng,Đường Láng Hạ,Phường Láng Hạ,Quận Đống Đa
"Cho thuê chung cư Ngọc Khánh Plaza, 3PN, view hồ, giá chỉ 17 triệu/tháng.", 130 m,3 phòng ngủ, 17 triệu / tháng,Phố Phạm Huy Thông,Phường Ngọc Khánh,Quận Ba Đình
"CC cho thuê căn hộ cao cấp Sky City Láng Hạ, 110m2 2PN, đủ đồ xịn giá chỉ 15 triệu/tháng", 110 m,2 phòng ngủ, 15 triệu / tháng,Đường Láng Hạ,Phường Láng Hạ,Quận Đống Đa
"Cho thuê căn hộ tòa C7 Giảng Võ, Ba Đình, 2PN, đủ đồ, giá chỉ 12 tr/tháng.", 60 m,2 phòng ngủ, 12 triệu / tháng,Phố Trần Huy Liệu,Phường Giảng Võ,Quận Ba Đình
"Cho thuê căn hộ B4 Kim Liên, Đống Đa, 2PN, đủ đồ giá chỉ 12 triệu/tháng.", 90 m,2 phòng ngủ, 12 triệu / tháng,Phố Phạm Ngọc Thạch,Phường Kim Liên,Quận Đống Đa
"Chính chủ cho thuê căn hộ Mipec 229 Tây Sơn, 2PN, đủ đồ, giá chỉ 14 triệu/tháng", 100 m,2 phòng ngủ, 14 triệu / tháng,Phố Tây Sơn,Phường Ngã Tư Sở,Quận Đống Đa
"Chính chủ cho thuê chung cư D2 Giảng Võ, 95m2, 2PN, đầy đủ đồ, giá chỉ 14 triệu/tháng.", 95 m,2 phòng ngủ, 14 triệu / tháng,Đường Giảng Võ,Phường Giảng Võ,Quận Ba Đình
"Cho thuê căn hộ 120m2 3PN, tòa nhà 71 Nguyễn Chí Thanh, giá chỉ 14tr/tháng.", 120 m,3 phòng ngủ, 14 triệu / tháng,Đường Nguyễn Chí Thanh,Phường Láng Hạ,Quận Đống Đa
"Cho thuê chung cư D2 Giảng Võ, 120m2, 3PN, đầy đủ đồ, giá chỉ 18 triệu/tháng.", 100 m,2 phòng ngủ, 18 triệu / tháng,Đường Giảng Võ,Phường Giảng Võ,Quận Ba Đình
"Cho thuê căn hộ 100m2 03PN, view đẹp, đủ đồ, Golden Palm - Lê Văn Lương. Giá chỉ 15 tr/th.", 100 m,3 phòng ngủ, 15 triệu / tháng,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân
"Cho thuê căn hộ 15-17 Ngọc Khánh, 160m3 3PN giá chỉ 15 triệu/tháng", 160 m,3 phòng ngủ, 15 triệu / tháng,Phố Ngọc Khánh,Phường Giảng Võ,Quận Ba Đình
"Cho thuê căn hộ Sky City - 88 Láng Hạ, 105m2 02PN, đủ đồ, giá chỉ 15 triệu/tháng.", 105 m,2 phòng ngủ, 15 triệu / tháng,Đường Láng Hạ,Phường Láng Hạ,Quận Đống Đa
"BQL CC D. Le Pont D or - 36 Hoàng Cầu cho thuê căn hộ 01-03PN, full đồ, giá chỉ 11 tr/th", 68 m,3 phòng ngủ, 11 triệu / tháng,Phố Hoàng Cầu,Phường Ô Chợ Dừa,Quận Đống Đa
"Gia đình cần cho thuê căn hộ chung cư Hapulico 3 phòng ngủ, giá 12 tr/tháng.LH: 0933177666", 116 m,3 phòng ngủ, 12 triệu / tháng,Đường Vũ Trọng Phụng,Phường Thanh Xuân Trung,Quận Thanh Xuân
"Cho thuê chung cư Platinum Residences, 3PN, đầy đủ đồ, giá chỉ 18 triệu/tháng.", 138 m,3 phòng ngủ, 17 triệu / tháng,Phố Nguyễn Công Hoan,Phường Ngọc Khánh,Quận Ba Đình
"cho thuê căn hộ chung cư Nam Đô 609 Trương Định,đồ cơ bản Tôi có căn hộ 88m2 gồm 3 ngủ,1 k", 88 m,3 phòng ngủ, 9 triệu / m,Đường Trương Định,Phường Thịnh Liệt,Quận Hoàng Mai
"Cho thuê căn hộ chung cư N09B1 cạnh công viên cầu giấy, 2 PN đủ đồ, 11.5 triệu/th", 101 m,2 phòng ngủ," 11,5 triệu / tháng",Đường Thành Thái,Phường Dịch Vọng,Quận Cầu Giấy
